Registration_number,Gender_id,Domicile_id,Program_id,Session_id,Year_id,Status_id,Merit_rank,Academic_Standing_University,Academic_Standing_Department,Academic_Standing_Batch,PreAdmission_Score,Max_PreAdmission_score,Average_CourseCode_HUM_Gpa,Average_CourseCode_CSC_Gpa,Average_CourseCode_MTH_Gpa,Average_CourseCode_PHY_Gpa,Average_CourseCode_EEE_Gpa,Average_CourseCode_BIO_Gpa,Average_CourseCode_CSE_Gpa,Average_CourseCode_MGT_Gpa,Average_CourseCode_ENV_Gpa,Average_CourseCode_CSD_Gpa,Matric_inter_Improvement_index,Average_CGPA,Matric_Degree_id,Matric_Board_id,Matric_Marks,Max_Matric_Marks,Matric_Percentage,Matric_Rank,Matric_Board_Performance_Avg_Standpoint,Matric_Degree_Performance_Avg_Standpoint,Matric_Domicile_Performance_Avg_Standpoint,Matric_Performance_Avg_Standpoint,Matric_Student_Performance_Score,Inter_Board_id,Inter_Degree_id,Inter_Subject_id,Inter_Marks,Max_Inter_Marks,Inter_Percentage,Inter_Rank,Inter_Board_Performance_Avg_Standpoint,Inter_Degree_Performance_Avg_Standpoint,Inter_Domicile_Performance_Avg_Standpoint,Inter_Subject_Performance_Avg_Standpoint,inter_performance_Avg_Standpoint,Inter_Student_Performance_score,GPA_Semester_1,GPA_Semester_2,GPA_Semester_3,GPA_Semester_4,GPA_Semester_5,GPA_Semester_6,GPA_Semester_7,GPA_Semester_8,GPA_Semester_9,GPA_Semester_10,GPA_Semester_11,GPA_Semester_12
ciit/fa20-bcs-2224/isb,2,5,1,13,7,3,2935,86,84,89,NULL,NULL,3.416,3.2625,3.175,3.68,3.58,3.16,NULL,NULL,NULL,NULL,-0.02,3.35,1,22,1001,1100,0.91,611,14.15,12.79,17.96,12.85,575,22,6,4,457,510,0.896078,149,15.71,21.4,22.63,23.3,24.13,162,3.68,3.58,3.16,2.98,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
ciit/fa20-bcs-224/isb,2,7,1,13,7,3,3064,38,38,40,NULL,NULL,2.758,2.45714285714286,2.22,3.46,2.92,1.94,NULL,NULL,NULL,NULL,-0.10,2.58,1,20,1039,1100,0.944545455,147,23.43,19.82,19.19,16.37,174,20,4,8,442,520,0.85,526,10.84,11.49,13.9,13.76,19.46,718,3.46,2.92,1.94,2.01,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
ciit/fa20-bcs-2276/isb,2,7,1,13,7,3,2911,97,96,100,NULL,NULL,3.698,3.5975,3.55,3.91,3.63,3.51,NULL,NULL,NULL,NULL,-0.04,3.65,1,22,1029,1100,0.935454545,238,19.45,17.97,17.34,15.44,322,22,6,4,459,510,0.9,126,16.11,21.8,18.97,23.7,24.53,190,3.91,3.63,3.51,3.53,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
ciit/fa20-bcs-2308/isb,2,7,1,13,7,3,3021,85,82,86,NULL,NULL,3.336,3.2475,3.195,3.48,3.29,3.37,NULL,NULL,NULL,NULL,-0.03,3.3,1,11,988,1100,0.898181818,826,11.2,10.38,9.75,11.65,938,11,4,8,453,520,0.871154,305,13.24,13.64,16.04,15.91,21.61,491,3.48,3.29,3.37,3.06,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
ciit/fa20-bcs-2323/isb,1,7,1,13,7,3,2912,87,85,90,NULL,NULL,3.37,3.25625,3.17,3.48,3.36,3.74,NULL,NULL,NULL,NULL,0.00,3.34,1,22,994,1100,0.903636364,730,12.82,11.49,10.86,12.2,819,28,4,8,472,520,0.907692,94,19.81,17.34,19.75,19.62,25.31,173,3.48,3.36,3.74,2.79,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
ciit/fa20-bcs-2360/isb,1,7,1,13,7,3,3157,55,53,57,NULL,NULL,3.042,2.775,2.6175,3.48,3.16,2.87,NULL,NULL,NULL,NULL,-0.09,2.93,1,23,1014,1100,0.921818182,429,18.93,15.19,14.56,14.05,472,23,4,8,434,520,0.834615,711,7.34,9.93,12.34,12.19,17.9,969,3.48,3.16,2.87,2.22,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
ciit/fa20-bcs-2514/isb,1,2,1,13,7,1,3102,0,0,0,NULL,NULL,0,0,NULL,0,NULL,NULL,NULL,NULL,NULL,NULL,0.12,NULL,2,28,709,900,0.787777778,2724,-12.47,-0.24,-5.96,0.4,2751,28,4,8,967,1100,0.879091,252,16.9,14.44,19.23,16.71,22.41,320,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
ciit/fa20-bcs-2528/isb,1,7,1,13,7,3,2927,45,43,46,NULL,NULL,2.93,2.63,2.445,3.39,3.08,2.88,NULL,NULL,NULL,NULL,-0.04,2.82,1,5,1026,1100,0.932727273,278,22.41,17.41,16.78,15.17,282,5,4,NULL,452,505,0.89505,152,14.27,16.06,18.47,NULL,24.03,322,3.39,3.08,2.88,1.91,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
ciit/fa20-bcs-2580/isb,1,7,1,13,7,1,3128,0,0,0,NULL,NULL,0,0,NULL,0,NULL,NULL,NULL,NULL,NULL,NULL,-0.11,NULL,1,20,1033,1100,0.939090909,203,21.65,18.71,18.08,15.81,243,20,6,4,426,510,0.835294,706,9.35,15.22,12.41,17.11,17.97,734,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
ciit/fa20-bcs-2626/isb,1,8,1,13,7,3,3149,25,25,29,NULL,NULL,2.53,2.12285714285714,1.765,3.48,2.82,1.5,NULL,NULL,NULL,NULL,0.07,2.29,1,25,689,850,0.810588235,2439,10.8,-7.44,1.62,2.73,1899,25,4,8,475,550,0.863636,378,25.49,12.87,17.1,15.14,20.84,272,3.48,2.82,1.5,1.37,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
ciit/fa20-bcs-2642/isb,1,7,1,13,7,3,3047,53,50,55,NULL,NULL,2.982,2.82428571428571,2.7275,3.39,2.69,2.66,NULL,NULL,NULL,NULL,-0.05,2.88,1,28,1002,1100,0.910909091,591,12.73,12.97,12.34,12.94,731,28,4,8,448,520,0.861538,410,15.12,12.66,15.07,14.93,20.63,510,3.39,2.69,2.66,2.78,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
ciit/fa20-bcs-2648/isb,1,7,1,13,7,3,3067,58,56,61,NULL,NULL,3.116,2.805,2.635,3.68,2.95,2.95,NULL,NULL,NULL,NULL,-0.05,2.98,1,20,994,1100,0.903636364,730,10.05,11.49,10.86,12.2,884,20,4,8,447,520,0.859615,429,11.82,12.47,14.87,14.73,20.44,610,3.68,2.95,2.95,2.32,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
ciit/fa20-bcs-2696/isb,1,6,1,13,7,1,2998,0,0,0,NULL,NULL,0,0,NULL,0,NULL,NULL,NULL,NULL,NULL,NULL,0.11,NULL,1,18,893,1100,0.811818182,2420,-14.57,-7.19,-8.83,2.85,2929,18,4,8,494,550,0.898182,136,11.57,16.38,19.05,18.65,24.35,347,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
ciit/fa20-bcs-2713/isb,1,4,1,13,7,1,2999,25,25,29,NULL,NULL,2.37,2.37,NULL,2.37,NULL,NULL,NULL,NULL,NULL,NULL,-0.06,2.37,1,28,1016,1100,0.923636364,403,15.34,15.56,30.19,14.24,223,28,4,8,452,520,0.869231,323,15.9,13.44,18.1,15.71,21.41,392,2.37,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
ciit/fa20-bcs-2789/isb,2,7,1,13,7,3,3137,48,46,50,NULL,NULL,2.99,2.7225,2.595,3.55,3.18,2.14,NULL,NULL,NULL,NULL,-0.13,2.85,1,28,1050,1100,0.954545455,77,21.66,21.86,21.22,17.39,145,28,6,4,423,510,0.829412,780,11.86,14.62,11.81,16.51,17.38,720,3.55,3.18,2.14,2.53,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
ciit/fa20-bcs-2813/isb,1,7,1,13,7,3,213,70,67,70,NULL,NULL,3.22,3.02625,2.9475,3.68,2.84,2.85,NULL,NULL,NULL,NULL,-0.07,3.1,1,10,1026,1100,0.932727273,278,22.21,17.41,16.78,15.17,288,10,4,8,954,1100,0.867273,352,13.96,13.24,15.65,15.51,21.21,502,3.68,2.84,2.85,3.05,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
ciit/fa20-bcs-2830/isb,1,7,1,13,7,3,3056,39,38,41,NULL,NULL,2.802,2.45428571428571,2.1725,3.58,3.07,1.94,NULL,NULL,NULL,NULL,0.05,2.61,1,5,922,1100,0.838181818,1987,-3.79,-1.83,-2.46,5.54,2400,5,4,8,457,520,0.878846,254,12.58,14.42,16.82,16.69,22.39,450,3.58,3.07,1.94,1.84,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
ciit/fa20-bcs-2852/isb,1,7,1,13,7,3,3045,21,21,25,NULL,NULL,2.37,2.00285714285714,1.7325,3.23,2.32,1.53,NULL,NULL,NULL,NULL,-0.03,2.16,1,28,980,1100,0.890909091,970,8.64,8.9,8.27,10.91,1114,28,4,8,451,520,0.867308,341,15.71,13.25,15.65,15.51,21.22,463,3.23,2.32,1.53,1.54,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
ciit/fa20-bcs-2862/isb,2,5,1,13,7,3,3134,87,85,90,NULL,NULL,3.468,3.24375,3.1125,3.84,3.58,3.29,NULL,NULL,NULL,NULL,-0.11,3.38,1,28,1028,1100,0.934545455,251,17.57,17.78,23.25,15.35,248,28,6,4,426,510,0.835294,706,12.46,15.22,16.45,17.11,17.97,534,3.84,3.58,3.29,2.79,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
ciit/fa20-bcs-2864/isb,1,6,1,13,7,1,2923,0,0,0,NULL,NULL,0,0,NULL,0,NULL,NULL,NULL,NULL,NULL,NULL,-0.08,NULL,1,28,1063,1100,0.966363636,15,24.08,24.26,37.87,18.59,9,28,4,8,462,520,0.888462,190,17.86,15.39,18.03,17.66,23.36,291,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
ciit/fa20-bcs-2896/isb,2,8,1,13,7,3,2910,79,77,80,NULL,NULL,3.278,3.125,3.0375,3.54,2.91,3.56,NULL,NULL,NULL,NULL,-0.03,3.21,1,28,975,1050,0.928571429,332,16.35,16.57,29.15,14.74,200,28,4,NULL,992,1100,0.901818,120,19.21,16.74,21.09,NULL,24.72,180,3.54,2.91,3.56,2.84,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
ciit/fa20-bcs-2903/isb,2,7,1,13,7,3,536,90,88,93,NULL,NULL,3.52,3.35125,3.2625,3.84,3.58,3.21,NULL,NULL,NULL,NULL,-0.09,3.44,1,22,1005,1100,0.913636364,558,14.9,13.53,12.9,13.22,643,22,6,4,426,510,0.835294,706,9.46,15.22,12.41,17.11,17.97,730,3.84,3.58,3.21,3.13,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
ciit/fa20-bcs-2904/isb,1,7,1,13,7,1,3062,36,36,37,NULL,NULL,2.8175,2.516,2.315,3.32,2.39,2.24,NULL,NULL,NULL,NULL,-0.09,2.65,1,8,1033,1100,0.939090909,203,23.38,18.71,18.08,15.81,209,8,4,8,443,520,0.851923,512,13.92,11.69,14.09,13.95,19.66,614,3.32,2.39,2.24,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
ciit/fa20-bcs-2950/isb,1,2,1,13,7,3,3131,88,85,91,NULL,NULL,3.324,3.33875,3.3475,3.3,3.05,3.6,NULL,NULL,NULL,NULL,0.06,3.33,1,6,897,1100,0.815454545,2349,14.47,-6.45,4.01,3.22,1730,6,4,8,476,550,0.865455,359,50.54,13.06,17.68,15.33,21.03,61,3.3,3.05,3.6,3.37,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
ciit/fa20-bcs-2999/isb,2,7,1,13,7,1,2925,93,91,96,NULL,NULL,3.48,3.48,NULL,3.48,NULL,NULL,NULL,NULL,NULL,NULL,-0.01,3.48,1,11,1001,1100,0.91,611,14.06,12.79,12.16,12.85,705,11,6,4,460,510,0.901961,118,16.38,22,19.17,23.9,24.73,172,3.48,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
ciit/fa20-bcs-3/isb,2,7,1,13,7,3,141,96,95,98,NULL,NULL,3.63,3.5275,3.455,3.75,3.7,3.78,NULL,NULL,NULL,NULL,-0.10,3.6,1,28,1056,1100,0.96,41,22.78,22.97,22.33,17.94,100,28,4,4,440,510,0.862745,392,15.24,12.78,15.19,19.91,20.75,503,3.75,3.7,3.78,3.17,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
ciit/fa20-bcs-3029/isb,1,7,1,13,7,1,2892,12,12,16,NULL,NULL,2.32,1.16,0,3.48,0,NULL,NULL,NULL,NULL,NULL,-0.06,3.48,1,28,1061,1100,0.964545455,24,23.71,23.89,23.26,18.41,82,28,4,8,470,520,0.903846,107,19.42,16.95,19.36,19.23,24.92,203,3.48,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
ciit/fa20-bcs-3061/isb,1,5,1,13,7,3,2964,79,77,80,NULL,NULL,3.312,3.1625,3.105,3.68,3.18,2.8,NULL,NULL,NULL,NULL,-0.04,3.22,1,28,1009,1100,0.917272727,502,14.03,14.27,19.53,13.59,503,28,4,8,460,520,0.884615,217,17.47,15,21.46,17.27,22.97,257,3.68,3.18,2.8,3.22,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
ciit/fa20-bcs-307/isb,1,5,1,13,7,3,2996,94,93,97,NULL,NULL,3.576,3.505,3.46,3.68,3.63,3.57,NULL,NULL,NULL,NULL,-0.07,3.55,1,28,1027,1100,0.933636364,265,17.38,17.6,23.05,15.26,261,28,4,8,955,1100,0.868182,337,15.8,13.33,19.79,15.6,21.31,368,3.68,3.63,3.57,3.32,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
ciit/fa20-bcs-3087/isb,2,7,1,13,7,1,2899,77,74,76,NULL,NULL,3.355,3.106,2.94,3.77,3.37,2.51,NULL,NULL,NULL,NULL,-0.06,3.22,1,10,1058,1100,0.961818182,35,32.74,23.34,22.7,18.13,33,10,4,8,468,520,0.9,126,17.29,16.56,18.97,18.84,24.53,254,3.77,3.37,2.51,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
ciit/fa20-bcs-311/isb,2,6,1,13,7,1,3050,0,0,0,NULL,NULL,0,0,NULL,0,NULL,NULL,NULL,NULL,NULL,NULL,-0.08,NULL,1,28,1021,1100,0.928181818,336,16.27,16.49,26.34,14.7,250,28,4,4,437,510,0.856863,461,14.65,12.19,14.72,19.31,20.16,545,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
ciit/fa20-bcs-3153/isb,1,7,1,13,7,3,338,46,44,49,NULL,NULL,2.918,2.71125,2.605,3.32,3,2.48,NULL,NULL,NULL,NULL,-0.05,2.82,1,11,1029,1100,0.935454545,238,20.23,17.97,17.34,15.44,297,11,4,8,461,520,0.886538,203,14.81,15.2,17.6,17.47,23.17,355,3.32,3,2.48,2.47,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
ciit/fa20-bcs-3277/isb,1,7,1,13,7,3,2878,66,63,67,NULL,NULL,3.114,2.9625,2.88,3.39,3.29,2.77,NULL,NULL,NULL,NULL,-0.05,3.04,1,15,1053,1100,0.957272727,59,38.34,22.41,21.78,17.67,20,15,4,8,475,520,0.913462,76,20.42,17.93,20.33,20.2,25.9,157,3.39,3.29,2.77,2.73,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
ciit/fa20-bcs-3302/isb,1,7,1,13,7,1,2901,0,0,0,NULL,NULL,0,0,NULL,0,NULL,NULL,NULL,NULL,NULL,NULL,-0.04,NULL,1,22,1035,1100,0.940909091,179,20.58,19.08,18.45,16,246,22,4,8,470,520,0.903846,107,16.51,16.95,19.36,19.23,24.92,243,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
ciit/fa20-bcs-3334/isb,1,7,1,13,7,3,2997,38,38,40,NULL,NULL,2.77,2.53285714285714,2.2525,3.52,3,1.61,NULL,NULL,NULL,NULL,0.05,2.58,1,28,892,1050,0.84952381,1819,0.17,0.48,-0.15,6.69,1923,28,4,NULL,978,1100,0.889091,183,17.92,15.45,17.86,NULL,23.43,290,3.52,3,1.61,2.2,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
ciit/fa20-bcs-3417/isb,1,7,1,13,7,3,2870,93,92,96,NULL,NULL,3.542,3.46375,3.42,3.68,3.34,3.68,NULL,NULL,NULL,NULL,-0.03,3.51,1,28,1045,1100,0.95,104,20.73,20.93,20.3,16.92,173,28,4,8,1015,1100,0.922727,52,21.34,18.86,21.27,21.14,26.84,124,3.68,3.34,3.68,3.33,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
ciit/fa20-bcs-3481/isb,1,7,1,13,7,3,2971,36,36,37,NULL,NULL,2.874,2.505,2.3125,3.58,2.76,2.41,NULL,NULL,NULL,NULL,-0.06,2.7,1,22,1030,1100,0.936363636,226,19.63,18.15,17.52,15.54,303,22,4,8,456,520,0.876923,266,13.74,14.22,16.63,16.49,22.19,433,3.58,2.76,2.41,2.04,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
ciit/fa20-bcs-3505/isb,1,7,1,13,7,3,2984,42,40,43,NULL,NULL,2.84,2.6275,2.5175,3.25,2.67,2.66,NULL,NULL,NULL,NULL,-0.08,2.74,1,22,1038,1100,0.943636364,153,21.15,19.63,19,16.28,206,24,4,8,452,520,0.869231,323,13.85,13.44,15.85,15.71,21.41,489,3.25,2.67,2.66,2.37,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
ciit/fa20-bcs-3588/isb,1,7,1,13,7,1,2975,0,0,0,NULL,NULL,0,0,NULL,0,NULL,NULL,NULL,NULL,NULL,NULL,-0.06,NULL,1,28,1022,1100,0.929090909,321,16.45,16.67,16.04,14.79,448,28,4,8,455,520,0.875,275,16.49,14.03,16.43,16.3,22,388,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
ciit/fa20-bcs-359/isb,2,7,1,13,7,3,3140,67,64,69,NULL,NULL,3.204,2.93125,2.7825,3.7,3.22,2.89,NULL,NULL,NULL,NULL,-0.02,3.08,1,22,956,1100,0.869090909,1453,5.63,4.46,3.83,8.68,1524,22,4,8,442,520,0.85,526,10.97,11.49,13.9,13.76,19.46,716,3.7,3.22,2.89,2.51,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
ciit/fa20-bcs-3609/isb,1,7,1,13,7,1,979,74,71,74,NULL,NULL,3.28333333333333,3.04666666666667,2.81,3.52,2.81,NULL,NULL,NULL,NULL,NULL,-0.05,3.17,1,28,1055,1100,0.959090909,47,22.59,22.78,22.15,17.85,104,28,4,8,476,520,0.915385,69,20.59,18.12,20.53,20.4,26.09,152,3.52,2.81,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
ciit/fa20-bcs-3649/isb,2,7,1,13,7,3,3002,72,69,71,NULL,NULL,3.238,3.02,2.905,3.65,3.07,3.09,NULL,NULL,NULL,NULL,-0.03,3.13,1,22,991,1100,0.900909091,781,12.25,10.94,10.31,11.92,863,22,6,4,446,510,0.87451,289,13.49,19.21,16.38,21.1,21.95,351,3.65,3.07,3.09,2.73,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
ciit/fa20-bcs-402/isb,1,7,1,13,7,3,2972,33,33,36,NULL,NULL,2.646,2.52833333333333,2.09,3.42,2.92,1.5,NULL,NULL,NULL,NULL,-0.06,2.45,1,5,1026,1100,0.932727273,278,22.41,17.41,16.78,15.17,281,5,4,8,456,520,0.876923,266,12.38,14.22,16.63,16.49,22.19,473,3.42,2.92,1.5,1.97,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
ciit/fa20-bcs-46/isb,1,7,1,13,7,3,2867,82,79,84,NULL,NULL,3.266,3.22625,3.2175,3.39,3,3.23,NULL,NULL,NULL,NULL,-0.06,3.24,1,28,1077,1100,0.979090909,3,26.68,26.85,26.22,19.89,21,28,4,8,477,520,0.917308,62,20.79,18.32,20.72,20.59,26.29,146,3.39,3,3.23,3.32,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
ciit/fa20-bcs-471/isb,1,7,1,13,7,3,2988,42,40,43,NULL,NULL,2.832,2.595,2.4625,3.25,2.84,2.63,NULL,NULL,NULL,NULL,0.00,2.73,1,5,971,1100,0.882727273,1152,8.55,7.24,6.61,10.07,1239,5,4,8,459,520,0.882692,231,12.98,14.81,17.21,17.08,22.78,415,3.25,2.84,2.63,2.19,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
ciit/fa20-bcs-546/isb,1,7,1,13,7,3,3078,57,54,58,NULL,NULL,3.022,2.83625,2.75,3.42,2.62,2.92,NULL,NULL,NULL,NULL,-0.09,2.92,1,22,1026,1100,0.932727273,278,18.88,17.41,16.78,15.17,355,28,4,8,935,1100,0.85,526,13.95,11.49,13.9,13.76,19.46,630,3.42,2.62,2.92,2.73,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
ciit/fa20-bcs-578/isb,1,1,1,13,7,3,3025,49,47,51,NULL,NULL,2.852,2.58285714285714,2.485,3.48,2.78,1.88,NULL,NULL,NULL,NULL,0.05,2.7,1,22,926,1100,0.841818182,1943,-0.05,-1.09,-0.12,5.91,1985,22,6,4,451,510,0.884314,221,14.5,20.21,18.57,22.1,22.94,273,3.48,2.78,1.88,2.64,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
ciit/fa20-bcs-586/isb,1,7,1,13,7,3,3107,38,37,40,NULL,NULL,2.8,2.52571428571429,2.2375,3.7,2.68,1.57,NULL,NULL,NULL,NULL,-0.08,2.58,1,10,1012,1100,0.92,457,17.6,14.82,14.19,13.87,518,10,4,8,439,520,0.844231,591,11.62,10.91,13.31,13.17,18.88,745,3.7,2.68,1.57,2.35,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
ciit/fa20-bcs-61/isb,2,6,1,13,7,3,3044,81,79,84,NULL,NULL,3.29,3.16875,3.095,3.48,3.38,3.22,NULL,NULL,NULL,NULL,-0.06,3.24,1,22,1009,1100,0.917272727,502,15.66,14.27,23.04,13.59,398,22,6,4,439,510,0.860784,421,12.08,17.81,15.13,19.71,20.56,467,3.48,3.38,3.22,2.89,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
ciit/fa20-bcs-634/isb,1,7,1,13,7,3,3089,43,41,44,NULL,NULL,2.874,2.61375,2.4825,3.39,2.97,2.28,NULL,NULL,NULL,NULL,-0.09,2.75,1,11,1026,1100,0.932727273,278,19.57,17.41,16.78,15.17,337,11,6,4,432,510,0.847059,566,10.79,16.42,13.6,18.31,19.16,591,3.39,2.97,2.28,2.34,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
ciit/fa20-bcs-635/isb,2,7,1,13,7,1,2907,0,0,0,NULL,NULL,0,0,NULL,0,NULL,NULL,NULL,NULL,NULL,NULL,-0.06,NULL,1,8,1053,1100,0.957272727,59,28.79,22.41,21.78,17.67,67,8,4,8,466,520,0.896154,147,18.52,16.17,18.58,18.44,24.14,252,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
ciit/fa20-bcs-698/isb,1,7,1,13,7,3,2962,19,20,22,NULL,NULL,2.504,1.92714285714286,1.6725,3.42,2.37,2.3,NULL,NULL,NULL,NULL,-0.02,2.27,1,10,997,1100,0.906363636,679,12.67,12.05,11.42,12.48,785,10,4,8,462,520,0.888462,190,16.12,15.39,17.8,17.66,23.36,325,3.42,2.37,2.3,1.01,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
ciit/fa20-bcs-736/isb,2,7,1,13,7,3,2948,60,58,63,NULL,NULL,3.17,2.83375,2.665,3.84,2.85,2.83,NULL,NULL,NULL,NULL,0.00,3,1,28,983,1100,0.893636364,914,9.2,9.46,8.83,11.18,1048,28,6,NULL,984,1100,0.894545,153,18.47,21.25,18.42,NULL,23.98,175,3.84,2.85,2.83,2.49,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
ciit/fa20-bcs-759/isb,1,1,1,13,7,3,3115,77,74,76,NULL,NULL,3.284,3.10875,3.025,3.65,3.24,2.9,NULL,NULL,NULL,NULL,-0.09,3.19,1,28,1016,1100,0.923636364,403,15.34,15.56,16.91,14.24,492,4,4,8,438,520,0.842308,617,7.77,10.71,13.95,12.98,18.68,847,3.65,3.24,2.9,2.98,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
ciit/fa20-bcs-849/isb,1,7,1,13,7,3,3133,31,31,34,NULL,NULL,2.612,2.34714285714286,2.1375,3.23,2.99,1.66,NULL,NULL,NULL,NULL,-0.01,2.46,1,5,947,1100,0.860909091,1625,2.51,2.8,2.17,7.85,1725,5,4,8,444,520,0.853846,487,9.97,11.88,14.29,14.15,19.85,709,3.23,2.99,1.66,1.95,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
ciit/fa20-bcs-883/isb,2,5,1,13,7,3,2863,73,70,73,NULL,NULL,3.236,3.0025,2.8625,3.61,3.05,3.42,NULL,NULL,NULL,NULL,-0.02,3.14,1,28,1046,1100,0.950909091,100,20.92,21.12,26.77,17.02,102,28,4,8,484,520,0.930769,42,22.15,19.68,26.15,21.96,27.65,84,3.61,3.05,3.42,2.49,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
ciit/fa20-bcs-957/isb,1,7,1,13,7,3,3036,77,75,78,NULL,NULL,3.23,3.12375,3.065,3.42,3.29,3.07,NULL,NULL,NULL,NULL,-0.01,3.18,1,28,968,1100,0.88,1204,6.4,6.68,6.05,9.79,1343,28,4,8,960,1100,0.872727,296,16.26,13.8,16.2,16.06,21.77,410,3.42,3.29,3.07,2.95,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
ciit/fa20-bcs-975/isb,2,5,1,13,7,3,671,90,88,92,NULL,NULL,3.482,3.35375,3.2975,3.77,3.11,3.44,NULL,NULL,NULL,NULL,-0.04,3.41,1,28,1041,1100,0.946363636,134,19.99,20.19,25.79,16.55,142,28,4,8,999,1100,0.908182,91,19.86,17.39,23.86,19.67,25.36,141,3.77,3.11,3.44,3.32,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
ciit/fa20-bcs-986/isb,1,7,1,13,7,1,2918,0,0,0,NULL,NULL,0,0,NULL,0,NULL,NULL,NULL,NULL,NULL,NULL,-0.06,NULL,1,28,1049,1100,0.953636364,85,21.47,21.67,21.04,17.29,150,28,4,8,465,520,0.894231,156,18.44,15.98,18.38,18.25,23.95,259,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
ciit/fa20-bse-1003/isb,2,6,2,13,7,1,3110,0,0,0,NULL,NULL,0,0,NULL,NULL,0,NULL,NULL,NULL,NULL,NULL,-0.06,NULL,1,28,994,1100,0.903636364,730,11.24,11.49,18.92,12.2,658,28,4,8,441,520,0.848077,549,13.75,11.3,13.8,13.56,19.27,649,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
